iter	RMSE
138	0.06180862618
139	0.06176715436
140	0.06172129657
141	0.06169330009
142	0.06165760519
143	0.0616080194
144	0.06158669705
145	0.06157211658
146	0.06155439981
147	0.06153450367
148	0.06150228107
149	0.06149297469
150	0.0614646721
151	0.06145003694
152	0.06141447522
153	0.06139604848
154	0.06137546053
155	0.06135619111
156	0.06133446589
157	0.0613078655
158	0.06128666087
159	0.06126070866
160	0.06123961395
161	0.06121427433
162	0.06118848634
163	0.06116532594
164	0.06114312518
165	0.06112053964
166	0.06109476292
167	0.0610669723
168	0.06102894379
169	0.06101538962
170	0.06100364584
171	0.0609852424
172	0.06094510078
173	0.06092487401
174	0.060901217
175	0.06088125923
176	0.06086142647
177	0.06083868738
178	0.06082252985
179	0.06080205078
180	0.06077206499
181	0.06075723427
182	0.06074975683
183	0.06071762251
184	0.0606829843
185	0.06065083881
186	0.06063458689
187	0.06059716262
188	0.06058832295
189	0.0605760643
190	0.06056664949
191	0.06054140026
192	0.06051507085
193	0.06050147574
194	0.06047994284
195	0.06045560066
196	0.06044302296
197	0.06042870464
198	0.06042429634
199	0.06040355218
200	0.06037859434
201	0.06036990156
202	0.06035295443
203	0.06033561962
204	0.06032205425
205	0.06030783553
206	0.06029331923
207	0.06027574508
208	0.06026588916
209	0.06024319392
210	0.06021648345
211	0.06020517835
212	0.06018773687
213	0.06018068031
214	0.06016505122
215	0.06015926851
216	0.06013336982
217	0.06012685859
218	0.0601175321
219	0.06011216517
220	0.06010038571
221	0.06008984911
222	0.0600691934
223	0.06005012255
224	0.06003202534
225	0.06002291059
226	0.06001409584
227	0.05999353377
228	0.05998030774
229	0.05995654202
230	0.0599451389
231	0.05994024698
232	0.05992206183
233	0.05990624442
234	0.05989328978
235	0.0598713794
236	0.05985033725
237	0.0598458999
238	0.05983104598
239	0.05981640528
240	0.05980185326
241	0.05979567374
242	0.05977233229
243	0.05976472259
244	0.05974999603
245	0.05973657289
246	0.05972349856
247	0.05971110328
248	0.05969831424
249	0.05968281495
250	0.05966831996
251	0.05965911673
252	0.05965396905
253	0.05963988495
254	0.05962614122
255	0.0596090182
256	0.05959016715
257	0.05957734277
258	0.05956054614
259	0.05954851135
260	0.05954352088
261	0.05953427873
262	0.05952518264
263	0.05952044821
264	0.0595090692
265	0.05949693156
266	0.05948979628
267	0.05947834761
268	0.05947124154
269	0.05945879822
270	0.05944535385
271	0.05943552433
272	0.05942889036
273	0.05942413604
274	0.05941459908
275	0.05940167762
276	0.0593911586
277	0.05937415143
278	0.05936487279
279	0.0593588094
280	0.05935123016
281	0.05933862251
282	0.05932808954
283	0.0593186771
284	0.05930701441
285	0.05930222522
286	0.0592873137
287	0.05927863898
288	0.05926301854
289	0.05925600093
290	0.0592463957
291	0.05923725476
292	0.05922689721
293	0.0592187148
294	0.05920908761
295	0.05919919695
296	0.05918912828
297	0.05918441749
298	0.05917164941
299	0.05916079582
300	0.05915047176
301	0.05914308845
302	0.05913372404
303	0.05912837081
304	0.05912160813
305	0.05910804649
306	0.05910497364
307	0.05909887945
308	0.05909769131
309	0.05908954405
310	0.05908735669
311	0.05907812164
312	0.05907494509
313	0.05906413216
314	0.05904509916
315	0.05903854558
316	0.05901703602
317	0.0590141995
318	0.05900741999
319	0.05899879941
320	0.05899481077
321	0.05898306265
322	0.0589795587
323	0.05897698025
324	0.05897206576
325	0.05896292485
326	0.0589530281
327	0.05894043897
328	0.05892727045
329	0.05891918651
330	0.05891050039
331	0.05890542597
332	0.0588896769
333	0.05888057696
334	0.05886576903
335	0.05885318346
336	0.05884088332
337	0.05883163537
338	0.0588192595
339	0.05880954279
340	0.05879963814
341	0.0587916839
342	0.05878354757
343	0.05876814619
344	0.05875932176
345	0.05875050921
346	0.05873729367
347	0.05872568648
348	0.05871847797
349	0.05870851115
350	0.05869599896
351	0.05868965772
352	0.05868386352
353	0.05867666598
354	0.05866842143
355	0.05865791063
356	0.05864794131
357	0.05863799772
358	0.05863031146
359	0.05862207415
360	0.05861447697
361	0.05860825919
362	0.05860104973
363	0.0585911365
364	0.05858090109
365	0.0585769082
366	0.05856794532
367	0.0585595341
368	0.05855148691
369	0.05854356013
370	0.05853497086
371	0.05853441508
372	0.05852732512
373	0.0585208984
374	0.05851171856
375	0.05850420234
376	0.05849528805
377	0.05848496863
378	0.05847396577
379	0.05846896673
380	0.05846678413
381	0.05845670827
382	0.05844859258
383	0.05843815379
384	0.0584309836
385	0.05842727953
386	0.05841858292
387	0.05840936066
388	0.05840099434
389	0.05839356523
390	0.05838619734
391	0.05838002137
392	0.05837184274
393	0.05836452258
394	0.05835889248
395	0.05835627843
396	0.05834805207
397	0.05834267618
398	0.05833675042
399	0.05833242752
400	0.05832962756
401	0.05832057762
402	0.05831765029
403	0.05831112284
404	0.05830358743
405	0.05829682254
406	0.05829034768
407	0.05828694983
408	0.05827529774
409	0.05826914317
410	0.05826154231
411	0.05825737801
412	0.05825240902
413	0.05824488534
414	0.05823982724
415	0.05822905696
416	0.05822138714
417	0.05821134308
418	0.0582038568
419	0.05819577537
420	0.05818942242
421	0.0581876235
422	0.05818130739
423	0.05817549791
424	0.05816943231
425	0.05816317298
426	0.05815859338
427	0.05815306871
428	0.05814490543
429	0.05813545164
430	0.05812765823
431	0.05811675812
432	0.05810951549
433	0.05810636947
434	0.05809963791
435	0.05809479619
436	0.058088164
437	0.05808176291
438	0.05807292079
439	0.05806445435
440	0.05805776502
441	0.05805101755
442	0.05804414424
443	0.05803899101
444	0.05803176348
445	0.05803015413
446	0.05802475954
447	0.05801920191
448	0.05801210055
449	0.05800346333
450	0.05800255598
451	0.05799635281
452	0.0579922665
453	0.05798405323
454	0.05798070656
455	0.05797112097
456	0.05796509487
457	0.0579585561
458	0.05795473665
459	0.05795088346
460	0.05795069973
461	0.05794415061
462	0.05793853582
463	0.05793471421
464	0.05793043481
465	0.05792904455
466	0.05792684021
467	0.0579223182
468	0.05791748144
469	0.05791337902
470	0.05790615085
471	0.05789826179
472	0.05789698323
473	0.05789187183
474	0.05788453731
475	0.05787920198
476	0.05787513305
477	0.05787130584
478	0.05786611996
479	0.05785983208
480	0.05785547181
481	0.05784819904
482	0.0578434719
483	0.05783425874
484	0.05783144205
485	0.05782632346
486	0.05782190002
487	0.05781449231
488	0.05780874738
489	0.05780163518
490	0.05779409385
491	0.05778940519
492	0.05778370281
493	0.05777626647
494	0.05777137686
495	0.05776435062
496	0.05776317274
497	0.05775969057
498	0.05775287887
499	0.05774474864
500	0.05774365435
501	0.05773738379
502	0.05773074108
503	0.0577219002
504	0.05771339488
505	0.05770771125
506	0.05770497012
507	0.05770301627
508	0.05769647506
509	0.05768972268
510	0.05768331634
511	0.05767967689
512	0.05767631914
513	0.05767383076
514	0.05766606997
515	0.05766424564
516	0.05765853229
517	0.05765726441
518	0.05765151476
519	0.05764196268
520	0.0576313563
521	0.0576224374
522	0.05761788637
523	0.05761472038
524	0.05761164446
525	0.05760672618
526	0.05760393912
527	0.05759971072
528	0.05759873996
529	0.05759173454
530	0.05758738062
531	0.05758339269
532	0.05757838741
533	0.05757230209
534	0.05756710518
535	0.05755902944
536	0.05755458651
537	0.05754943832
538	0.05754577105
539	0.05754058701
540	0.05753271522
541	0.0575291055
542	0.05752357165
543	0.05751978609
544	0.05751567493
545	0.05751205004
546	0.05750797285
547	0.05750627776
548	0.0574983586
549	0.05749183432
550	0.05748375767
551	0.05747921792
552	0.05747158624
553	0.05746532046
554	0.05746405512
555	0.0574608918
556	0.05745926821
557	0.05745358828
558	0.05745262774
559	0.05745125163
560	0.05744892374
561	0.05744145134
562	0.0574324787
563	0.05742907811
564	0.05742732172
565	0.05742166461
566	0.05741428734
567	0.05740907795
568	0.05740432361
569	0.05740070692
570	0.0573949314
571	0.05739188323
572	0.05738628979
573	0.05737855902
574	0.05737219449
575	0.05736828291
576	0.05736422284
577	0.05735809253
578	0.05735313588
579	0.05735139429
580	0.05734514785
581	0.0573411121
582	0.05733771265
583	0.05733213195
584	0.05732539184
585	0.05732328005
586	0.05731582706
587	0.057310342
588	0.05730521244
589	0.05730063716
590	0.05729328651
591	0.05728605561
592	0.05728068206
593	0.05727558702
594	0.05727059317
595	0.0572641357
596	0.0572573818
597	0.0572478191
598	0.057241345
599	0.05723638509
600	0.05723172364
601	0.05722657303
602	0.05722034517
603	0.0572166584
604	0.05721215782
605	0.05720692607
606	0.05720125637
607	0.0571982759
608	0.05719591405
609	0.05719151049
610	0.05718471553
611	0.05717738269
612	0.05717248871
613	0.05716488586
614	0.05716181702
615	0.05715459178
616	0.05715172932
617	0.05714783569
618	0.05714478855
619	0.05714213923
620	0.05713939167
621	0.05713415002
622	0.05713197032
623	0.05712639701
624	0.05711939665
625	0.0571141758
626	0.05711014818
627	0.0571029185
628	0.05709573893
629	0.05709115449
630	0.05708458149
631	0.05708379494
632	0.05708079134
633	0.05707526562
634	0.05707366173
635	0.05706906664
636	0.05706595787
637	0.05706111381
638	0.05705763856
639	0.05705197319
640	0.0570452987
641	0.05704299469
642	0.05703718108
643	0.05703336463
644	0.05702806106
645	0.05702299799
646	0.0570169791
647	0.05701260693
648	0.05700851253
649	0.0570009625
650	0.05699653174
651	0.05699394504
652	0.05698674013
653	0.0569831908
654	0.0569826528
655	0.05697666002
656	0.05697101068
657	0.05696543285
658	0.05696056554
659	0.05695559093
660	0.05695139958
661	0.05694602864
662	0.05693898725
663	0.05693249702
664	0.0569270526
665	0.05692238733
666	0.05691939771
667	0.0569171451
668	0.05691019687
669	0.05690794284
670	0.05690519314
671	0.0569002359
672	0.05689515846
673	0.05688901362
674	0.05688454601
675	0.05688102986
676	0.05687732864
677	0.05687325698
678	0.05687068067
679	0.05686501403
680	0.05686303744
681	0.0568594484
682	0.0568567641
683	0.05685170971
684	0.05684623409
685	0.05683998836
686	0.05683450047
687	0.05683076138
688	0.0568242971
689	0.05682039737
690	0.05681731314
691	0.05681507256
692	0.05681251175
693	0.0568082821
694	0.05680421845
695	0.05679962386
696	0.05679496032
697	0.05679097212
698	0.05678835141
699	0.05678193197
700	0.05677543832
701	0.05676932991
702	0.05676554849
703	0.05675813216
704	0.05675559761
705	0.05675093801
706	0.05674600506
707	0.05674104915
708	0.05673531941
709	0.05673344522
710	0.05672687298
711	0.05672149678
712	0.05671644347
713	0.05671153452
714	0.05670938955
715	0.05670823174
716	0.05670563331
717	0.05670243958
718	0.05669812315
719	0.05669502763
720	0.05669074951
721	0.05668888623
722	0.05668548438
723	0.05668286762
724	0.05667715982
725	0.05667049212
726	0.05666727119
727	0.05666394163
728	0.05666037541
729	0.0566563639
730	0.05665149928
731	0.05664815223
732	0.05664378129
733	0.0566392948
734	0.05663335056
735	0.05662794712
736	0.05662248258
737	0.05661937303
738	0.05661608653
739	0.05661352938
740	0.05660791509
741	0.056600793
742	0.05659786044
743	0.05659449748
744	0.05658980024
745	0.05658619831
746	0.05658282027
747	0.05657698666
748	0.05657137805
749	0.05656834317
750	0.05656472846
751	0.05655894051
752	0.05655602767
753	0.0565550289
754	0.05654978358
755	0.05654533351
756	0.05654280736
757	0.05653920052
758	0.05653598565
759	0.05653239078
760	0.0565274687
761	0.05652368547
762	0.05652070588
763	0.05651866296
764	0.05651696311
765	0.05651310745
766	0.05650721165
767	0.05650523654
768	0.0565009809
769	0.05649617544
770	0.05649205531
771	0.05648860512
772	0.05648296908
773	0.0564807199
774	0.05647478696
775	0.0564700624
776	0.05646812958
777	0.05646337909
778	0.05645963498
779	0.05645570055
780	0.05645245763
781	0.05644964296
782	0.05644664861
783	0.05644364881
784	0.05643918565
785	0.0564348413
786	0.05643111617
787	0.05642779774
788	0.0564241536
789	0.0564198072
790	0.05641600046
791	0.05641258521
792	0.05641163015
793	0.05640791873
794	0.05640266057
795	0.05639796019
796	0.05639183505
797	0.05638778503
798	0.05638484746
799	0.05638190188
800	0.05637815407
801	0.05637598585
802	0.05637198647
803	0.05636828619
804	0.0563669509
805	0.05636292314
806	0.05636071665
807	0.05635709127
808	0.05635193913
809	0.05634933951
810	0.05634301838
811	0.05633529717
812	0.05632994464
813	0.05632701926
814	0.05632273274
815	0.05631942458
816	0.05631554465
817	0.05631013291
818	0.05630518461
819	0.05630141401
820	0.05630023907
821	0.05629467315
822	0.0562901487
823	0.05628532433
824	0.05628324882
825	0.05627696716
826	0.05627344445
827	0.05626978018
828	0.05626825857
829	0.05626413099
830	0.05626081503
831	0.05625777361
832	0.0562532269
833	0.05624586312
834	0.05624126336
835	0.05623534128
836	0.05623024406
837	0.05622653492
838	0.05622247176
839	0.05621978232
840	0.05621494379
841	0.05621032976
842	0.05620807189
843	0.05620648959
844	0.05620310837
845	0.05619882794
846	0.05619567124
847	0.05619325695
848	0.05618833443
849	0.05618673543
850	0.05618245865
851	0.05618022502
852	0.0561775867
853	0.05617419508
854	0.05616917045
855	0.05616725573
856	0.05616350077
857	0.05616121192
858	0.05615988252
859	0.05615714012
860	0.05615508084
861	0.05615290578
862	0.05614910373
863	0.05614569448
864	0.05614383013
865	0.05614041233
866	0.05613776863
867	0.05613405475
868	0.05612898188
869	0.0561203483
870	0.05611566923
871	0.05611298112
872	0.05611147756
873	0.05610658389
874	0.05610294636
875	0.05610218145
876	0.05609692535
877	0.05609266877
878	0.05609103409
879	0.05608445222
880	0.05608214357
881	0.05607777997
882	0.05607440833
883	0.05607052075
884	0.0560676925
885	0.05606348193
886	0.05606043508
887	0.05605686801
888	0.05604768595
889	0.05604483535
890	0.05603980302
891	0.0560367383
892	0.05603277765
893	0.05602791408
894	0.05602415662
895	0.05602094763
896	0.05601724184
897	0.05601490851
898	0.05601042299
899	0.05600384797
900	0.05600145335
901	0.05599669049
902	0.05599399658
903	0.05598853798
904	0.0559858002
905	0.05598325578
906	0.05597849559
907	0.05597321271
908	0.05596985595
909	0.05596538434
910	0.05596474754
911	0.05596466484
912	0.05596145866
913	0.05595881544
914	0.05595625841
915	0.05595369855
916	0.05595190508
917	0.05594645822
918	0.05594230031
919	0.05594010092
920	0.05593633574
921	0.05593324064
922	0.05592900016
923	0.05592679108
924	0.05592240646
925	0.05591852381
926	0.05591345116
927	0.05590842046
928	0.05590449338
929	0.0559029682
930	0.05590005838
931	0.05589587335
932	0.05589458773
933	0.05589237394
934	0.05589073393
935	0.05588641443
936	0.05588190954
937	0.05587937335
938	0.0558778903
939	0.05587534819
940	0.05587207706
941	0.05586819398
942	0.0558640322
943	0.05585943448
944	0.05585733191
945	0.05585228194
946	0.0558495123
947	0.0558465934
948	0.05583907992
949	0.05583551602
950	0.05582914491
951	0.05582745699
952	0.05582230463
953	0.05581873191
954	0.05581687093
955	0.05581357585
956	0.05580889968
957	0.05580606101
958	0.0558036732
959	0.05579916777
960	0.05579751164
961	0.05579416722
962	0.05578994583
963	0.05578604283
964	0.05578333114
965	0.05578056022
966	0.05577959631
967	0.05577827345
968	0.05577648129
969	0.05577001804
970	0.05576603666
971	0.05576163276
972	0.05575777495
973	0.05575458833
974	0.05575116389
975	0.05574635553
976	0.05574222881
977	0.05573760237
978	0.05573556724
979	0.05573171626
980	0.05572593614
981	0.05572268977
982	0.05571891719
983	0.05571529926
984	0.05571207091
985	0.05571056002
986	0.055709098
987	0.05570422242
988	0.0556991412
989	0.05569467116
990	0.05569069289
991	0.05568702855
992	0.05568630627
993	0.05568288693
994	0.05567999223
995	0.05567610796
996	0.05567285284
997	0.05566831934
998	0.05566626482
999	0.0556643266
